,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,"[-1.96401346e+01  8.19620076e-01 -5.14655952e+01 -5.59556461e-01
 -1.33467548e+00  6.81737036e+00 -7.38902102e-01  1.72071679e+01
 -1.30954444e+00  1.94025131e-01  1.17453943e+00 -5.03850102e+00
 -4.54889142e-02  4.79626777e+00  1.51856503e+00  1.09633323e+00
 -2.10455515e+00 -8.98575928e-01 -2.87965133e-02  5.00411474e+00
  5.11366943e-01 -8.67781929e-01  5.37222116e-01  5.02501557e+00
  2.99592211e-01  5.99981974e+00  1.43688786e+00 -3.01741853e-01
 -6.50935770e-01 -1.19613062e+00  2.80300230e-01  1.57443868e+00
  6.81069575e+01  7.49825352e-01  1.16513318e-01  1.06222057e+01
 -3.27158062e+01  3.29549639e+00 -3.91518295e+01  1.98154422e+00
 -1.99262992e+00  9.60939171e-01  5.91534688e-01  1.28784779e+00
  1.02221107e+00 -1.05386372e+00  2.47199210e+00  9.32771389e+00
  3.05680503e+01  5.42166921e+00 -2.94228876e+00 -1.57777848e+00
  6.66337792e-01 -1.34265389e+00  4.30351420e-01 -9.85613575e+00
  8.74432047e-01 -1.15366891e+00  5.34926924e+00  7.80815912e-01
 -6.45891100e-01 -1.70791605e+01 -1.31937596e+00  1.47644425e+00
 -1.05586850e+00  1.54450536e+00 -1.65817585e+00  5.63866931e+01
 -1.99384443e+01  2.88148613e+01 -3.28355746e+00  7.98412231e+01
 -1.83951223e+00  1.44632026e+00 -2.01380672e+00  1.93588544e+00
 -6.60174737e-01  1.49540674e+01 -9.16309304e-01  3.36813136e+01
 -4.42902437e+00  1.90072896e+01 -1.94778732e+00 -4.34494023e+00
  3.61775722e+00  8.23217605e-01 -1.08887332e+00 -1.06801995e-01
  2.15793288e-01  4.68602423e+00  3.91037364e+00 -1.38773710e+00
  3.03552064e+01  9.14550871e-02 -1.70861569e+00 -1.60082386e-01
 -3.76907804e-01  9.87737996e+00  1.33866890e+00 -1.28901279e+01
 -5.86707765e+00 -6.37726809e-01  3.41104691e+00 -8.49377401e-01
  1.73035239e+00  9.40452233e-01 -6.03077302e-02 -2.12913755e+00
 -9.09147500e-01 -9.50469681e+00 -2.58046723e+00 -1.26318859e+00
 -4.88110566e+00  4.28909223e-01 -2.84206970e-01 -6.49948435e+00
 -1.22426389e+00 -1.64760366e-01  1.01238587e+00  5.01721131e-01
 -7.83873395e-01  2.60934022e-01 -1.07647168e+00 -9.60793998e+00
  1.33743149e+00 -1.89190761e+01  1.07000925e+01 -2.00736832e+00
 -2.70949339e-01  1.03507336e+00 -2.59244979e-01 -1.19209035e-01
 -1.43317392e+00 -8.23155609e+00 -5.75114142e-01  1.18044564e-01
  1.20273801e+00  6.73772595e+00 -1.73490924e+01 -3.55850540e+01
  7.61000457e-02  7.12968154e-01  2.93672665e+00 -4.94835990e-01
 -9.11947588e-01 -1.32248876e+00  1.25354099e-01 -2.18649990e+00
  6.76731972e-01 -1.10517495e-01  1.39670279e+00  3.56265707e-01
 -6.77846831e+01  4.58157571e+00  2.58237657e+01 -1.37217160e+00
  1.93210990e+01  3.22450577e+01  3.80803606e+00  6.01789459e-02
  1.04664410e+00  4.91603229e+00  1.85010930e+00  8.03776336e-01
 -4.13150433e-01 -1.03958766e+01  3.11980533e-01 -5.19930785e+01
  1.21392145e+00  5.57669062e+01 -4.47277556e-01  1.92340501e+00
  9.60919366e-02 -6.08488219e-02  1.75604647e+00  2.37599224e-02
 -5.92480769e+01  2.20903721e+01 -9.47397276e-01  9.48666806e-01
  9.27187105e-01  1.92908153e+00  5.60533007e+01 -1.34339107e+00
 -6.00783715e+00  3.77943664e+01  2.84338081e-01 -7.12683353e-01
  1.83919357e+01  3.72341406e-01  2.88259013e+01  1.59694265e+01
 -4.42071546e+01  1.64851382e+00  3.95567772e-01 -1.06965458e+00
 -5.68264867e+00  1.93208409e+00  6.99344628e-01 -4.59901145e-01
 -2.88314156e+00  1.39125707e-01  1.03709170e+00  1.89810223e+00
  1.34841936e+00  7.32487679e+00  1.11130639e+00 -2.11794879e+00
 -9.41389311e-01 -2.06928329e-02  3.84173207e-01  1.09606281e+00
  7.37903984e+00 -5.82186577e-01  8.16937272e+00  2.92961176e+00
  1.64983637e+00 -1.10139838e+00 -2.27232633e+01 -1.29791656e+00
  1.63699303e+00 -6.93508336e+00 -1.21350663e+00  3.64031743e-02
  9.16348976e-01  4.09888741e-01  6.77761268e-01 -2.83020220e+01
 -2.90432688e+01 -1.21906264e+00 -7.05242257e-01  1.00698708e+00
 -1.60193841e+00  1.65720018e+01 -4.15094218e+00 -2.24110685e-01
 -1.19339306e+00 -1.23823877e+01  1.49775691e-01 -2.61434714e+00
  1.33064141e+01  2.59738278e+00  2.20675369e+00  1.15739635e+00
 -4.57694742e+00  2.14426743e+01  8.46805096e+00 -4.66927023e+01
  3.93256226e-01  3.91365773e-01 -4.88684298e-01  1.41338455e+00
 -1.19606209e+00 -8.03986713e-01 -1.50104799e+00 -3.41770491e-01
  6.21221631e+00  7.41981375e+00  7.49731851e-01 -4.72625027e-01
 -1.58306939e+00  1.98394436e+00  2.96029275e+00  1.89579196e-01
  2.94571761e-01 -5.36860749e-01 -5.19668029e-01  1.21943631e+00
