,0,1
0,-0.023285052934227522,0.9284148616235541
1,-0.531279852060223,0.8905044769910908
2,-0.24864986285725446,0.3740477167329889
3,-0.5600553993730975,-0.8464158446055959
4,-0.3318364648218285,0.035913200835546
5,0.4944178406289854,0.05399691151668813
6,-0.7384394596022148,0.40626332565230755
7,-0.11586912792763773,0.44955528818563834
8,0.3969024661442626,-0.2457762963483337
9,0.8056195585134226,0.6823292203614512
10,0.4018761971788718,-0.9842374801917072
11,0.36918956282658083,-0.8888043596569999
12,0.9368179031399705,0.4538303316289864
13,0.6533538415977163,0.6330047849025455
14,-0.9870512456508264,-0.6630205582672289
15,-0.021380537411627994,-0.5481604491953027
16,0.5181806098850507,0.679696702224023
17,0.1035195941375415,0.40100388436649853
18,0.2791068446812272,-0.8757747142228051
19,-0.52133120060946,0.044429433761185785
20,-0.7382120953875037,0.36668272926937145
21,-0.056808460914686956,1.2350464319087557
22,0.605823195127206,-0.624220082432436
23,-1.0445316896708177,0.2349732652336742
24,1.1647118691195213,-0.10493155097315159
25,-0.35632044018959425,0.562665189035469
26,0.9718053105696903,0.5139889100293026
27,0.10707577601126306,-1.0402831773761942
28,-0.12997375899699834,-0.40372089736352323
29,0.8186479292843929,0.44895813470640855
30,0.4720225821734211,0.10267678875137677
31,1.032810790915278,0.17770047238326467
32,-0.44657447092130004,1.0316885160185412
33,0.07110027837687173,-1.0737119630547034
34,-0.11459565652096206,-0.5322079266931464
35,-0.12123648774316081,1.0336909411810404
36,0.36435784971293966,0.21098288086470998
37,-0.40192810506857507,0.47338244078392366
38,-0.523429428304008,0.23293259828221385
39,-0.3926281115453357,0.18513231778969952
40,0.3721050361854324,-0.23707292320320894
41,-0.19472404155243617,-0.5242362198787729
42,-0.3253880759363103,-0.9331284965857252
43,0.743052671788712,-0.5781353476017159
44,-0.2407096463430425,0.9140289355925212
45,-0.2403795220057139,0.590876296892034
46,-0.44401042120551876,-0.67922894763359
47,0.37523586652961316,-0.9678790609575876
48,-0.9698086931439855,0.2033446807128254
49,0.9124183870530922,-0.5166198738529659
50,-0.04021910287590187,-0.6266850605981367
51,0.2809083505048092,-0.3535515824623845
52,0.38192647587751094,0.43153407805295263
53,0.5250346022216208,-0.4699183046762093
54,0.31548911670179475,0.972694798690262
55,-0.5834518487992848,-0.8188776103186113
56,-0.20203770414971553,1.0122133337785721
57,0.9893688103518377,0.01595608804094472
58,-0.30414723997822496,0.28734651998438493
59,0.9864458746338579,-0.38922589057255513
60,-0.2234633111793308,-0.14917806779716922
61,0.33622191132681034,-0.00140872791491959
62,0.2592991267841661,-0.30856537703517684
63,1.0664922379064048,-0.34980608520844814
64,0.3347695804922638,0.8741274969390302
65,-0.30385401700744763,0.07430774750906287
